timestamp,latitude,longitude,sog_kts,cog,hdg_true,roll,pitch,altitude_m,declination,q_w,q_x,q_y,q_z
2024-04-07T12:12:32.044,45.8744700,10.8669483,0.300,337.3,260.4,8.0,-0.9,86,0.0,0.644478858,0.039089967,-0.058467548,-0.761377156
2024-04-07T12:12:32.555,45.8744783,10.8669550,0.500,9.0,262.1,5.5,-1.4,86,0.0,0.656648040,0.022072718,-0.044492669,-0.752556562
2024-04-07T12:12:33.063,45.8744866,10.8669633,0.500,325.5,261.5,7.5,-1.3,85,0.0,0.651632130,0.034156412,-0.056511883,-0.755651414
2024-04-07T12:12:33.546,45.8744900,10.8669733,0.800,18.6,261.8,6.7,-0.3,85,0.0,0.653985262,0.036272567,-0.045468330,-0.754263818
2024-04-07T12:12:34.065,45.8744933,10.8669716,1.100,135.6,261.0,6.9,0.3,84,0.0,0.648305774,0.041372225,-0.043733489,-0.758992553
2024-04-07T12:12:34.562,45.8744950,10.8669700,1.000,321.7,261.9,7.1,-1.2,84,0.0,0.654845297,0.032281805,-0.053497531,-0.753172219
2024-04-07T12:12:35.060,45.8744950,10.8669700,0.900,144.9,261.3,6.9,-1.6,84,0.0,0.650575221,0.029062985,-0.054833334,-0.756898403
2024-04-07T12:12:35.561,45.8744966,10.8669716,0.300,310.4,261.7,8.5,-0.5,83,0.0,0.652774513,0.044958983,-0.058527421,-0.753944993
2024-04-07T12:12:36.067,45.8744933,10.8669733,0.900,27.8,261.6,5.4,-0.9,83,0.0,0.652950943,0.024643060,-0.040664937,-0.755902648
2024-04-07T12:12:36.556,45.8744900,10.8669716,0.300,181.7,261.3,7.7,-1.0,83,0.0,0.650108099,0.037324000,-0.056913447,-0.756784081
2024-04-07T12:12:37.060,45.8744866,10.8669683,0.900,115.6,261.2,6.7,-1.0,82,0.0,0.649999917,0.031316668,-0.049844675,-0.757647574
2024-04-07T12:12:37.561,45.8744833,10.8669666,1.400,316.6,261.2,7.2,-1.1,82,0.0,0.649673700,0.033754010,-0.053941678,-0.757541955
2024-04-07T12:12:38.054,45.8744783,10.8669650,0.900,141.4,261.3,7.1,-1.3,81,0.0,0.650893509,0.032160416,-0.054143202,-0.756549120
2024-04-07T12:12:38.558,45.8744733,10.8669633,0.800,61.2,261.1,6.8,-1.0,81,0.0,0.649137557,0.031749088,-0.050827730,-0.758303106
2024-04-07T12:12:39.072,45.8744700,10.8669616,0.000,72.8,260.9,7.5,-1.5,81,0.0,0.647995234,0.032454550,-0.057761472,-0.758753777
2024-04-07T12:12:39.556,45.8744683,10.8669600,0.000,72.8,261.0,6.8,-1.2,80,0.0,0.649025142,0.030524161,-0.051817942,-0.758382738
2024-04-07T12:12:40.050,45.8744666,10.8669616,0.000,72.8,261.1,6.4,-1.4,80,0.0,0.649789035,0.026908103,-0.050266426,-0.757969737
2024-04-07T12:12:40.557,45.8744650,10.8669633,0.000,72.8,261.0,7.8,-1.4,80,0.0,0.648369372,0.035243765,-0.059857015,-0.758147001
2024-04-07T12:12:41.070,45.8744666,10.8669633,0.000,72.8,260.9,6.5,-1.1,79,0.0,0.647945583,0.029846912,-0.049212955,-0.759505510
2024-04-07T12:12:41.558,45.8744600,10.8669516,0.000,72.8,255.4,6.4,-0.5,79,0.0,0.610895991,0.030455992,-0.046974789,-0.789724708
