timestamp,latitude,longitude,sog_kts,cog,hdg_true,roll,pitch,altitude_m,declination,q_w,q_x,q_y,q_z
2024-07-20T13:54:42.369,45.8744450,10.8639466,0.000,0.0,268.9,1.5,5.6,78,0.0,0.698707104,0.043958537,0.024468448,-0.713633120
2024-07-20T13:54:42.642,45.8744416,10.8639383,4.700,250.7,269.6,4.0,3.9,78,0.0,0.702845395,0.048780128,-0.000598740,-0.709664345
2024-07-20T13:54:42.842,45.8744400,10.8639316,4.600,248.6,269.2,1.1,4.6,78,0.0,0.701509416,0.035512805,0.021322172,-0.711451650
2024-07-20T13:54:43.040,45.8744383,10.8639266,5.200,251.0,269.5,0.6,6.0,78,0.0,0.702569723,0.041433252,0.033111796,-0.709631920
2024-07-20T13:54:43.243,45.8744366,10.8639200,4.800,252.4,269.9,6.2,5.3,78,0.0,0.702820599,0.071090378,-0.005334673,-0.707782149
2024-07-20T13:54:43.442,45.8744350,10.8639133,4.900,255.4,268.9,4.7,4.7,78,0.0,0.697704375,0.058109980,-0.000604118,-0.714021206
2024-07-20T13:54:43.642,45.8744333,10.8639066,5.000,246.9,267.9,1.8,4.4,78,0.0,0.692742646,0.038923137,0.015507950,-0.719963074
2024-07-20T13:54:43.842,45.8744316,10.8639000,5.100,241.5,267.2,-1.2,5.7,78,0.0,0.689388573,0.028474685,0.041903976,-0.722614288
2024-07-20T13:54:44.032,45.8744300,10.8638950,5.100,249.2,268.0,1.7,5.6,78,0.0,0.693328917,0.045555711,0.023168299,-0.718803048
2024-07-20T13:54:44.244,45.8744283,10.8638883,5.100,250.0,269.1,5.8,4.4,78,0.0,0.698743761,0.062566645,-0.009263521,-0.712566733
2024-07-20T13:54:44.442,45.8744283,10.8638816,5.000,252.6,269.1,6.0,3.4,78,0.0,0.699155867,0.057645716,-0.016415995,-0.712448955
2024-07-20T13:54:44.642,45.8744266,10.8638766,5.100,245.9,269.4,2.5,4.7,78,0.0,0.701700747,0.044480931,0.013874372,-0.710942864
2024-07-20T13:54:44.842,45.8744233,10.8638700,5.100,249.3,269.7,-1.2,5.5,78,0.0,0.704462111,0.026993189,0.041022815,-0.708036959
2024-07-20T13:54:45.044,45.8744233,10.8638633,5.000,251.5,269.8,-3.9,5.9,78,0.0,0.705778182,0.012333194,0.059977271,-0.705777884
2024-07-20T13:54:45.244,45.8744216,10.8638566,5.100,251.7,270.9,0.5,6.3,78,0.0,0.711408377,0.041472640,0.035775144,-0.700637639
2024-07-20T13:54:45.442,45.8744200,10.8638500,5.200,250.6,271.6,7.9,5.3,78,0.0,0.712004721,0.081496708,-0.015140111,-0.697261214
2024-07-20T13:54:45.642,45.8744183,10.8638433,5.200,248.4,270.5,7.6,4.5,78,0.0,0.706172705,0.074302942,-0.018520677,-0.703882813
2024-07-20T13:54:45.843,45.8744166,10.8638350,5.300,245.4,269.2,5.6,5.9,78,0.0,0.698346615,0.070874490,0.000860030,-0.712237835
2024-07-20T13:54:46.033,45.8744150,10.8638283,5.400,252.1,268.4,4.3,5.5,78,0.0,0.694464207,0.060674582,0.006179388,-0.716934144
2024-07-20T13:54:46.244,45.8744116,10.8638216,5.500,244.7,267.5,4.9,3.4,78,0.0,0.689384460,0.051098064,-0.010012483,-0.722518265
2024-07-20T13:54:46.442,45.8744100,10.8638166,5.400,245.6,266.5,3.1,3.3,78,0.0,0.684153080,0.039568417,0.000507000,-0.728260577
2024-07-20T13:54:46.642,45.8744083,10.8638100,5.400,245.8,266.6,4.1,5.7,78,0.0,0.683086574,0.060155924,0.008167331,-0.727806330
2024-07-20T13:54:46.842,45.8744083,10.8638033,5.200,253.1,267.5,4.7,6.4,78,0.0,0.688296974,0.068797424,0.009115821,-0.722098112
2024-07-20T13:54:47.047,45.8744066,10.8637983,5.100,253.0,268.3,15.0,2.9,78,0.0,0.688074231,0.109094471,-0.075754501,-0.713377833
2024-07-20T13:54:47.245,45.8744050,10.8637916,4.600,242.9,267.0,3.6,-0.4,78,0.0,0.688088238,0.018949455,-0.024794646,-0.724951625
2024-07-20T13:54:47.443,45.8744033,10.8637850,5.100,248.9,267.5,2.5,4.2,78,0.0,0.690480769,0.041758198,0.009848962,-0.722073615
2024-07-20T13:54:47.643,45.8744016,10.8637800,5.000,236.7,267.5,-1.0,6.8,78,0.0,0.690523267,0.036992308,0.047688566,-0.720784068
2024-07-20T13:54:47.844,45.8744000,10.8637733,5.000,256.9,269.1,0.8,7.5,78,0.0,0.699497104,0.051715910,0.040930863,-0.711580873
2024-07-20T13:54:48.035,45.8743983,10.8637666,5.200,260.0,269.7,15.7,2.7,78,0.0,0.696386278,0.112722225,-0.079867676,-0.704241097
2024-07-20T13:54:48.244,45.8743966,10.8637616,4.800,245.1,267.6,9.0,2.3,78,0.0,0.688831031,0.069199257,-0.042712372,-0.720342398
2024-07-20T13:54:48.443,45.8743950,10.8637550,5.100,246.2,267.2,3.8,3.3,78,0.0,0.688493490,0.043276485,-0.004230456,-0.723934293
2024-07-20T13:54:48.647,45.8743933,10.8637483,5.100,248.4,267.4,4.0,7.1,78,0.0,0.687322617,0.068850838,0.017314330,-0.722870886
2024-07-20T13:54:48.844,45.8743933,10.8637433,4.900,251.4,267.3,5.6,7.0,78,0.0,0.686225891,0.077768557,0.007206770,-0.723179400
2024-07-20T13:54:49.046,45.8743916,10.8637366,5.000,256.6,267.3,12.7,4.3,78,0.0,0.682353556,0.103684068,-0.054259356,-0.721591115
2024-07-20T13:54:49.245,45.8743900,10.8637316,4.700,248.1,266.2,9.6,2.5,78,0.0,0.679478288,0.072807275,-0.046319831,-0.728599608
2024-07-20T13:54:49.444,45.8743883,10.8637266,4.700,236.3,266.3,2.0,1.9,78,0.0,0.683548331,0.023944886,-0.001802114,-0.729506552
2024-07-20T13:54:49.643,45.8743866,10.8637200,4.700,252.3,267.2,1.0,5.5,78,0.0,0.688305438,0.040585533,0.026972162,-0.723778725
2024-07-20T13:54:49.843,45.8743850,10.8637133,4.300,256.4,268.4,0.6,8.1,78,0.0,0.695070982,0.054233171,0.044950563,-0.715478361
2024-07-20T13:54:50.035,45.8743850,10.8637083,4.500,255.0,269.9,5.8,7.6,78,0.0,0.701455116,0.082321621,0.011362894,-0.707848310
2024-07-20T13:54:50.244,45.8743833,10.8637033,4.600,249.3,270.4,11.0,3.6,78,0.0,0.704120457,0.089981444,-0.045148205,-0.702904105
2024-07-20T13:54:50.443,45.8743816,10.8636983,4.000,242.7,269.1,3.6,-0.6,78,0.0,0.701321483,0.017959749,-0.026166197,-0.712133825
2024-07-20T13:54:50.639,45.8743800,10.8636916,4.700,252.9,269.1,1.5,3.4,78,0.0,0.701077282,0.030444480,0.011742837,-0.712334633
2024-07-20T13:54:50.841,45.8743800,10.8636850,4.700,251.6,269.3,-0.7,7.5,78,0.0,0.701437056,0.042120527,0.050067406,-0.709718168
2024-07-20T13:54:51.044,45.8743783,10.8636783,4.300,260.1,269.9,1.9,9.2,78,0.0,0.702886164,0.068791322,0.044904683,-0.706538677
2024-07-20T13:54:51.242,45.8743783,10.8636733,4.900,253.2,270.2,12.0,2.5,78,0.0,0.702592075,0.089350276,-0.058055367,-0.703566015
2024-07-20T13:54:51.441,45.8743766,10.8636683,4.600,249.5,268.2,8.0,3.5,78,0.0,0.692550600,0.070519440,-0.028653689,-0.717338443
2024-07-20T13:54:51.642,45.8743750,10.8636616,4.900,248.7,267.7,7.0,4.6,78,0.0,0.688977301,0.071259066,-0.016622920,-0.721076190
2024-07-20T13:54:51.841,45.8743733,10.8636566,4.800,247.3,267.5,5.8,6.7,78,0.0,0.687553167,0.077247865,0.003792366,-0.721999824
2024-07-20T13:54:52.034,45.8743716,10.8636500,4.700,254.5,267.3,3.3,3.7,78,0.0,0.688877821,0.043300766,0.001641827,-0.723577619
2024-07-20T13:54:52.243,45.8743700,10.8636433,4.800,247.0,267.0,1.9,3.8,78,0.0,0.687743843,0.035727970,0.010696097,-0.724991262
