timestamp,latitude,longitude,sog_kts,cog,hdg_true,roll,pitch
2024-08-10T14:12:54.851,45.8746850,10.8656383,3.800,252.6,231.3,15.5,-7.5
2024-08-10T14:12:55.053,45.8746716,10.8656500,3.900,239.8,228.8,20.8,-10.6
2024-08-10T14:12:55.355,45.8746650,10.8656466,3.800,243.3,226.7,19.6,-9.6
2024-08-10T14:12:55.537,45.8746666,10.8656366,4.000,245.1,226.7,16.8,-10.3
2024-08-10T14:12:55.747,45.8746650,10.8656283,4.200,240.7,226.3,18.0,-9.0
2024-08-10T14:12:55.857,45.8746650,10.8656250,3.900,239.1,225.9,19.0,-8.2
2024-08-10T14:12:56.145,45.8746633,10.8656183,4.200,242.5,223.4,23.5,-8.0
2024-08-10T14:12:56.379,45.8746616,10.8656150,4.000,237.8,220.9,25.9,-10.6
2024-08-10T14:12:56.548,45.8746600,10.8656083,3.900,235.7,219.4,21.1,-9.8
2024-08-10T14:12:56.750,45.8746583,10.8656033,3.800,233.8,217.8,26.5,-9.9
2024-08-10T14:12:56.948,45.8746583,10.8655966,3.700,235.7,217.1,26.6,-9.8
2024-08-10T14:12:57.147,45.8746583,10.8655883,3.700,233.1,218.0,20.1,-8.9
2024-08-10T14:12:57.347,45.8746600,10.8655800,3.700,233.3,220.0,15.4,-9.3
2024-08-10T14:12:57.549,45.8746583,10.8655716,3.900,232.2,219.8,18.6,-8.1
2024-08-10T14:12:57.749,45.8746550,10.8655650,4.000,223.2,220.0,12.7,-10.3
2024-08-10T14:12:57.950,45.8746516,10.8655600,4.000,230.8,221.2,12.0,-11.3
2024-08-10T14:12:58.147,45.8746500,10.8655566,4.000,231.5,222.0,13.8,-11.3
2024-08-10T14:12:58.348,45.8746466,10.8655550,3.900,232.9,223.3,10.7,-8.2
2024-08-10T14:12:58.549,45.8746433,10.8655516,3.900,235.0,226.4,6.0,-10.6
2024-08-10T14:12:58.738,45.8746400,10.8655483,4.000,239.3,228.2,3.7,-8.5
2024-08-10T14:12:58.949,45.8746350,10.8655433,4.000,237.2,230.1,3.1,-7.7
2024-08-10T14:12:59.148,45.8746316,10.8655383,4.200,239.8,231.0,5.6,-9.4
2024-08-10T14:12:59.347,45.8746300,10.8655333,4.200,234.6,229.3,8.8,-8.6
2024-08-10T14:12:59.549,45.8746266,10.8655283,4.200,233.4,228.9,4.7,-10.2
2024-08-10T14:12:59.749,45.8746233,10.8655233,4.400,239.2,229.5,2.0,-7.7
2024-08-10T14:12:59.951,45.8746216,10.8655183,4.500,239.4,230.3,-0.7,-9.3
2024-08-10T14:13:00.143,45.8746216,10.8655150,4.500,245.2,231.0,-2.1,-9.8
2024-08-10T14:13:00.339,45.8746216,10.8655150,4.500,245.2,228.7,5.9,-11.7
2024-08-10T14:13:03.843,45.8745766,10.8654550,4.500,245.2,219.3,2.0,-9.4
2024-08-10T14:13:04.047,45.8745766,10.8654550,3.300,220.9,220.7,-2.6,-8.3
2024-08-10T14:13:04.341,45.8745816,10.8654500,3.300,220.9,224.8,-5.5,-9.9
2024-08-10T14:13:05.249,45.8745650,10.8654266,3.300,220.9,228.4,1.2,-8.3
2024-08-10T14:13:05.449,45.8745666,10.8654183,3.800,247.4,228.8,-0.4,-10.4
2024-08-10T14:13:05.657,45.8745650,10.8654100,3.300,244.0,230.5,-2.4,-9.7
2024-08-10T14:13:05.952,45.8745583,10.8654000,3.300,252.5,232.8,1.5,-10.9
2024-08-10T14:13:06.058,45.8745566,10.8653966,3.300,251.3,233.4,1.1,-10.3
2024-08-10T14:13:06.346,45.8745533,10.8653933,3.300,253.3,235.5,1.8,-7.6
2024-08-10T14:13:06.551,45.8745483,10.8653900,3.700,249.6,236.2,2.8,-9.0
2024-08-10T14:13:06.658,45.8745466,10.8653900,3.500,244.0,235.9,4.1,-9.1
2024-08-10T14:13:06.950,45.8745416,10.8653866,3.600,245.1,235.9,6.1,-9.1
2024-08-10T14:13:07.056,45.8745383,10.8653850,3.400,246.9,235.3,7.0,-9.5
2024-08-10T14:13:07.351,45.8745333,10.8653816,3.700,244.7,234.5,5.4,-8.8
2024-08-10T14:13:07.551,45.8745283,10.8653800,3.600,250.1,233.8,7.0,-8.0
2024-08-10T14:13:07.661,45.8745266,10.8653766,3.600,243.1,232.9,9.2,-7.8
2024-08-10T14:13:07.950,45.8745200,10.8653733,3.700,242.4,230.9,13.2,-11.2
2024-08-10T14:13:08.060,45.8745183,10.8653716,3.600,239.0,230.7,11.0,-8.6
2024-08-10T14:13:08.251,45.8745150,10.8653666,3.600,234.6,230.4,9.5,-11.1
2024-08-10T14:13:08.449,45.8745133,10.8653633,3.800,238.8,231.0,7.0,-8.8
2024-08-10T14:13:08.666,45.8745100,10.8653583,3.900,240.0,230.9,8.1,-8.1
2024-08-10T14:13:08.849,45.8745066,10.8653550,4.000,239.3,229.2,11.4,-7.2
2024-08-10T14:13:09.060,45.8745033,10.8653516,4.000,239.1,230.4,6.1,-10.2
2024-08-10T14:13:09.253,45.8745000,10.8653483,3.900,232.6,230.1,10.0,-11.8
2024-08-10T14:13:09.451,45.8744983,10.8653433,3.600,238.5,229.3,10.8,-12.4
2024-08-10T14:13:09.667,45.8744950,10.8653383,3.600,247.5,229.3,9.7,-7.1
2024-08-10T14:13:09.854,45.8744933,10.8653333,3.700,243.9,229.5,13.7,-7.2
2024-08-10T14:13:10.054,45.8744933,10.8653283,3.600,244.6,228.2,19.0,-6.4
2024-08-10T14:13:10.255,45.8744916,10.8653233,3.800,238.1,227.0,15.3,-10.1
